접수번호,동물국문명,강,목,과,천연기념물,멸종위기등급,야생동물보호협약,구조일시,구조결과일자,구조결과,이첩 방생 위치,사체처리,동물성별,동물연령,구조위도,구조경도,구조고도,방생위도,방생경도,발견장소상세,발견주소,발견장소특징,발생원인,발생원인 세부사항,구조위도(TM구조위도),구조경도(TM구조경도),방생위도(TM방생위도),방생경도(TM방생경도),등록체중,현재체중,임상적최종진단
2022-1221,물까치,조강(Aves),참새목,까마귀과,해당없음,해당없음,해당없음,2022-06-10,2022-06-10,방생,충남 홍성군 충서로1190번길 85,,Unknown,Juvenile,36.34.539,126.39.230,71,,,주소지 부근 건물 옆,충남 홍성군 충서로1190번길 85,건물옆, - 어미를 잃음(미아),어미를 잃음(미아),,,,,0,0,미아로 오인한 정상 이소 개체
2022-1222,물까치,조강(Aves),참새목,까마귀과,해당없음,해당없음,해당없음,2022-06-10,2022-06-10,방생,충남 홍성군 충서로1190번길 85,,Unknown,Juvenile,36.34.539,126.39.230,71,,,주소지 부근 건물 옆,충남 홍성군 충서로1190번길 85,건물옆, - 어미를 잃음(미아),어미를 잃음(미아),,,,,0,0,미아로 오인한 정상 이소 개체
2022-0154,동박새,조강(Aves),참새목,동박새과,해당없음,해당없음,해당없음,2022-01-18,2022-01-21,방생,충남 홍성군 홍북읍 상하리 산 35-1,,Unknown,Adult,36.36.071,126.39.029,38,,,아파트 단지,충남 홍성군 홍성읍 월산로30번길 38,건물옆, - 전선/건물과의 충돌,유리 구조물 충돌,,,,,12,11.45,충돌에 의한 뇌진탕
2022-0927,박새,조강(Aves),참새목,박새과,해당없음,해당없음,해당없음,2022-05-25,2022-05-25,안락사,,냉동(신냉동창고)(투입박스(일반)),Unknown,Juvenile,36.36.253,126.39.485,0,,,주소지 건물 옆,충남 홍성군 홍성읍 도청대로18번길 21-3,건물옆," - 개, 고양이 공격",고양이 공격,,,,,12.87,12.87,우측 경비골 골절 및 다리 신경 손상
2022-0955,딱새,조강(Aves),참새목,솔딱새과,해당없음,해당없음,해당없음,2022-05-26,2022-05-29,폐사,,냉동(신냉동창고)(투입박스(일반)),Unknown,Juvenile,36.36.501,126.42.102,22,,,아파트단지 내 화단,충남 홍성군 홍북읍 신대로 34,건물옆, - 어미를 잃음(미아),어미를 잃음(미아),,,,,15.2,10.15,미아
2022-1392,딱새,조강(Aves),참새목,솔딱새과,해당없음,해당없음,해당없음,2022-06-23,2022-07-21,방생,충남 예산군 예산읍 대회리 270-4,,Female,Adult,36.37.041,126.44.305,33,,,가택 내 마당,충남 홍성군 금마면 인산리 503,건물옆, - 끈끈이,끈끈이,,,,,14.5,17.2,끈끈이에 의한 탈진
2022-1393,딱새,조강(Aves),참새목,솔딱새과,해당없음,해당없음,해당없음,2022-06-23,2022-06-28,방생,충남 예산군 예산읍 발연리 산1-1,,Unknown,Juvenile,36.37.041,126.44.305,33,,,가택 내 마당,충남 홍성군 금마면 인산리 503,건물옆, - 끈끈이,끈끈이,,,,,13.4,13.32,끈끈이에 의한 탈진
2022-0431,제비,조강(Aves),참새목,제비과,해당없음,해당없음,해당없음,2022-04-12,2022-04-12,DOA,,냉동(신냉동창고)(투입박스(일반)),Unknown,Adult,36.37.040,126.44.304,32,,,가정집,충남 홍성군 금마면 봉수산로 742,건물옆, - 끈끈이,끈끈이,,,,,14,0,끈끈이에 의한 피부 발적
2022-0432,제비,조강(Aves),참새목,제비과,해당없음,해당없음,해당없음,2022-04-12,2022-04-16,폐사,,냉동(신냉동창고),Unknown,Adult,36.37.040,126.44.304,32,,,가정집,충남 홍성군 금마면 봉수산로 742,건물옆, - 끈끈이,끈끈이,,,,,16,13.79,끈끈이에 의한 피부 발적
2022-1793,제비,조강(Aves),참새목,제비과,해당없음,해당없음,해당없음,2022-07-30,2022-08-27,방생,충남 예산군 예산읍 예산리 334-25,,Unknown,Nestling,36.38.567,126.40.384,38,,,아파트 단지 내 쓰레기장,충남 홍성군 홍북면 신경리 1204,건물옆, - 어미를 잃음(미아),어미를 잃음(미아),,,,,11.5,13.57,단순 미아
2022-0414,되지빠귀,조강(Aves),참새목,지빠귀과,해당없음,해당없음,해당없음,2022-04-07,2022-04-07,DOA,,냉동(신냉동창고)(투입박스(일반)),Unknown,Unknown,36.35.143,126.30.461,20,,,주소지 건물옆,충남 홍성군 서부면 서부로595번길 28,건물옆," - 개, 고양이 공격","개, 고양이 공격",,,,,44,44,"좌측 부척골절, 우측 완전골 열상, 흉근 교상"
2022-0903,호랑지빠귀,조강(Aves),참새목,지빠귀과,해당없음,해당없음,해당없음,2022-05-22,2022-06-20,방생,충남 예산군 예산읍 향천리 산 18-7,,Unknown,Adult,36.36.088,126.40.160,29,,,상세주소미상,충남 홍성군 홍성읍 의사로 55-1(주소 미상),건물옆, - 전선/건물과의 충돌,유리구조물 충돌,,,,,126,127,유리창 충돌에 의한 좌측 오훼골 골절
2022-0882,찌르레기,조강(Aves),참새목,찌르레기과,해당없음,해당없음,해당없음,2022-05-20,2022-06-20,방생,충남 예산군 예산읍 향천리 111-5,,Unknown,Juvenile,36.34.585,126.39.512,57,,,건물 앞,충남 홍성군 홍성읍 남장2길 86,건물옆, - 어미를 잃음(미아),어미를 잃음(미아),,,,,56.8,78,단순 미아
2022-1243,참새,조강(Aves),참새목,참새과,해당없음,해당없음,해당없음,2022-06-12,2022-06-12,DOA,,냉동(신냉동창고)(투입박스(일반)),Unknown,Nestling,36.29.364,126.37.123,5,,,청하횟집 앞 나무,충남 홍성군 광천읍 광천로 195,건물옆, - 어미를 잃음(미아),어미를 잃음(미아),,,,,9.29,9.29,저체온증
2022-1574,참새,조강(Aves),참새목,참새과,해당없음,해당없음,해당없음,2022-07-08,2022-07-11,폐사,,기타,Unknown,Juvenile,36.39.363,126.40.469,35,,,건물 외벽 테라스,충남 홍성군 홍북읍 신경리 550,건물옆, - 전선/건물과의 충돌,유리 구조물 충돌/유리창 충돌,,,,,16.28,12.8,유리창 충돌에 의한 신경 손상
2022-1576,파랑새,조강(Aves),파랑새목,파랑새과,해당없음,해당없음,해당없음,2022-07-09,2022-08-16,방생,충남 예산군 대흥면 갈신리 산 53,,Unknown,Nestling,36.32.110,126.29.074,10,,,민가 옆 나무,충남 홍성군 서부면 남당항로98번길 53,건물옆, - 어미를 잃음(미아),어미를 잃음(미아),,,,,63.79,127,단순 미아
2022-1577,파랑새,조강(Aves),파랑새목,파랑새과,해당없음,해당없음,해당없음,2022-07-09,2022-08-16,방생,충남 예산군 대흥면 갈신리 산53,,Unknown,Nestling,36.32.110,126.29.074,10,,,민가 옆 나무,충남 홍성군 서부면 남당항로98번길 53,건물옆, - 어미를 잃음(미아),어미를 잃음(미아),,,,,62.92,137,단순 미아
2022-2142,중대백로㉵,조강(Aves),황새목,왜가리과,해당없음,해당없음,해당없음,2022-10-06,2022-10-10,폐사,,폐기,Unknown,Unknown,36.35.523,126.26.557,2,,,도로변,충남 홍성군 서부면 궁리 1023,도로변, - 차량과의 충돌,차량과의 충돌,,,,,952,858,"경증의 뇌진탕, 피하기종, 다리 열상"
2022-1999,중백로,조강(Aves),황새목,왜가리과,해당없음,해당없음,해당없음,2022-09-02,2022-09-02,안락사,,폐기,Unknown,Unknown,36.35.576,126.42.208,47,,,농경지 옆 가정집 근처,충남 홍성군 금마면 홍양길43번길 94-54,농경지, - 전선/건물과의 충돌,전선과의 충돌/,,,,,368,368,우측 상완골 개방골절
2022-0003,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-01-01,2022-01-01,DOA,,폐기,Male,0년0월0일,36.35.435,126.38.086,88,,,가정집과 산지 경계 부근,충남 홍성군 홍성읍 백월로61번길 75,건물옆, - 총상,총상,,,,,"16,060","16,060",다발성 총상
2022-0005,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-01-02,2022-01-03,DOA,,폐기,Male,1년6월0일,36.36.314,126.39.467,39,,,도로변,충남 홍성군 홍성읍 대교리 219-15,도로변, - 차량과의 충돌,차량과의 충돌,,,,,"17,940","17,940",심한 뇌진탕
2022-0134,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-01-13,2022-01-25,안락사,,폐기,Female,2년8월0일,36.38.507,126.40.594,44,,,가람유치원 앞 도로,충남 홍성군 홍북읍 신경리 1377,도로변, - 차량과의 충돌,차량과의 충돌,,,,,"17,680","17,680",차량 충돌에 의한 중증의 뇌진탕
2022-0147,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-01-16,2022-01-16,폐사체,,폐기,Male,0년0월0일,36.37.075,126.43.356,42,,,도로 삼거리 ,충남 홍성군 금마면 부평리 727-2,도로변, - 차량과의 충돌,차량과의 충돌,,,,,0,0,심한뇌진탕
2022-0222,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-02-04,2022-02-04,DOA,,폐기,Unknown,0년0월0일,36.35.000,126.38.316,60,,,마을회관 옆 도로,충남 홍성군 홍성읍 옥암리 924,도로변, - 차량과의 충돌,차량과의 충돌,,,,,"15,380","15,380","심한 뇌진탕, 목덜미 작은 열상"
2022-0231,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-02-09,2022-02-09,방생,충남 홍성군 홍동면 팔괘리 696,,Male,0년0월0일,36.33.437,126.41.227,45,,,아파트 단지 공터,충남 홍성군 홍동면 구정리 711-4,건물옆, - 인공구조물 침입·고립,"인공구조물 침입, 고립/펜스 고립",,,,,0,0,단순 고립
2022-0232,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-02-09,2022-02-09,방생,충남 홍성군 홍동면 팔괘리 696,,Female,0년0월0일,36.33.437,126.41.227,45,,,아파트 단지 공터,충남 홍성군 홍동면 구정리 711-4,건물옆, - 인공구조물 침입·고립,"인공구조물 침입, 고립/펜스 고립",,,,,0,0,단순 고립
2022-0291,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-03-04,2022-03-04,안락사,,폐기,Female,0년0월0일,36.31.586,126.46.141,29,,,도로변,충남 홍성군 장곡면 천태리 691-6,도로변, - 차량과의 충돌,차량과의 충돌,,,,,"16,700","16,700","Lt. metacarpal bone 개방 골절, hernia"
2022-0321,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-03-13,2022-03-13,안락사,,폐기,Female,0년0월0일,36.35.346,126.38.273,51,,,도로변,충남 홍성군 홍성읍 백월로 41-12,도로변, - 차량과의 충돌,차량과의 충돌,,,,,"19,180","19,180",양후지 골절
2022-0329,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-03-16,2022-03-18,안락사,,폐기,Male,0년0월0일,36.35.034,126.39.251,59,,,한국자동차공업사 내,충남 홍성군 홍성읍 충서로1216번길 6-6 ,건물옆, - 차량과의 충돌,차량과의 충돌,,,,,"14,420","14,420","좌우 골반골절, 우측 부척 탈구 및 노출"
2022-0346,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-03-22,2022-03-22,폐사체,,폐기,Male,1년10월0일,36.35.174,126.40.585,31,,,도로변,충남 홍성군 홍성읍 고암리 86,도로변, - 차량과의 충돌,차량과의 충돌,,,,,"14,260","14,260",차량 충돌에 의한 내부 장기 다발성 손상 및 중증의 두부 손상
2022-0382,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-03-29,2022-03-29,안락사,,폐기,Unknown,0년0월0일,36.35.306,126.40.447,29,,,도로옆,충남 홍성군 홍성읍 고암리 907-11,도로변, - 차량과의 충돌,차량과의 충돌,,,,,"13,880","13,880","우측대퇴, 부척 골절, 좌측 metacarpal bone open fx."
2022-0455,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-04-18,2022-04-18,안락사,,폐기,Female,0년0월0일,36.34.527,126.42.062,64,,,도로변,충남 홍성군 홍동면 신기리 815-9,도로변, - 차량과의 충돌,차량과의 충돌,,,,,"15,340","15,340",천골 골절 및 좌측 고관절 탈구
2022-0498,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-04-24,2022-04-24,DOA,,폐기,Female,0년0월0일,36.39.158,126.43.459,42,,,논 앞 굴다리,충남 홍성군 홍북읍 산수리 14-2,도로변, - 차량과의 충돌,차량과의 충돌,,,,,"18,600","18,600",횡격막 탈장
2022-0533,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-04-28,2022-04-29,안락사,,폐기,Male,0년0월0일,36.38.397,126.39.532,62,,,인도 옆 철쭉군락 뒤,충남 홍성군 홍북읍 신경리 1862,도로변, - 차량과의 충돌,차량과의 충돌,,,,,"11,700","11,700","L6 골절, 골반골절"
2022-0535,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-04-29,2022-04-29,안락사,,폐기,Male,0년0월0일,36.32.138,126.41.071,38,,,주소지 도로변,충남 홍성군 홍동면 홍원리 1101-6,도로변, - 차량과의 충돌,차량과의 충돌,,,,,"15,020","15,020",L1~L2 골절
2022-0647,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-05-10,2022-05-10,안락사,,,Unknown,0년0월0일,36.36.424,126.32.509,36,,,도로변,충남 홍성군 갈산면 운곡리 534-3,도로변, - 차량과의 충돌,차량과의 충돌,,,,,"14,540","14,540",T13(14) 골절
2022-0671,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-05-11,2022-05-11,안락사,,폐기,Male,0년0월0일,36.35.597,126.33.396,18,,,도로변,충남 홍성군 갈산면 내갈리 349-17,도로변, - 차량과의 충돌,차량과의 충돌,,,,,"10,800","10,800","하악골절, 뇌진탕"
2022-0904,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-05-23,2022-05-23,안락사,,폐기,Unknown,0년0월0일,36.35.475,126.35.033,28,,,주소지 인근 도로상,충남 홍성군 갈산면 동산리 398-1,도로변, - 차량과의 충돌,차량과의 충돌,,,,,"17,160","17,160","L1골절, 좌우 완관절 열상"
2022-1311,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-06-17,2022-06-23,폐사,,폐기,Male,0년1월0일,36.34.193,126.41.383,41,,,주소지 인근 수로 내,충남 홍성군 홍동면 팔괘리 100,농경지, - 어미를 잃음(미아),어미를 잃음(미아),,,,,"1,804","1,616",단순 미아
2022-1324,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-06-20,2022-06-20,안락사,,폐기,Male,0년0월0일,36.35.533,126.38.300,77,,,도로변,충남 홍성군 홍성읍 월산리 526-9,도로변, - 차량과의 충돌,차량과의 충돌,,,,,"12,740","12,740","L1골절,우측 경비 부척골절"
2022-1431,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-06-27,2022-06-27,안락사,,폐기,Male,0년0월0일,36.35.134,126.38.089,66,,,도로변,충남 홍성군 홍성읍 옥암리 919,도로변, - 차량과의 충돌,차량과의 충돌,,,,,"14,480","14,480","우측 천골 골절, 좌측 고관절탈구"
2022-1432,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-06-27,2022-06-27,DOA,,폐기,Male,0년0월0일,36.36.169,126.39.213,46,,,컨테이너박스 뒤,충남 홍성군 홍성읍 소향리 83-2,도로변, - 차량과의 충돌,차량과의 충돌,,,,,"13,760","13,760","우측 경비골 개방골절, 심한감염"
2022-1480,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-06-30,2022-06-30,DOA,,폐기,Female,1년1월0일,36.35.179,126.44.473,75,,,주소지 밭과 도로 경계부 밭그물,충남 홍성군 금마면 월암리 775,농경지, - 인공구조물에 얽힘,인공구조물에 얽힘/밭그물 얽힘,,,,,"15,080","15,080",쇼크 추정
2022-1498,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-07-01,2022-07-06,폐사,,폐기,Female,0년0월0일,36.29.182,126.37.015,6,,,주소지 도로변 갓길,충남 홍성군 광천읍 옹암리 508-3,도로변, - 차량과의 충돌,차량과의 충돌,,,,,"16,620","16,620",좌측 부척골 개방골절
2022-1594,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-07-11,2022-07-11,방생,충남 홍성군 홍북면 상하리 104,,Unknown,0년0월0일,36.38.305,126.39.442,51,,,주소지 인근 천변,충남 홍성군 홍북읍 상하리 104-80,"강, 바다", - 인공구조물 침입·고립,"인공구조물 침입, 고립",,,,,0,0,단순 고립
2022-1622,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-07-13,2022-07-13,폐사체,,폐기,Male,0년0월0일,36.33.000,126.37.153,89,,,"주소지 부근 농경지, 산지 경계",충남 홍성군 구항면 대정리 78-1,농경지, - 알 수 없는 사고,알 수 없는 사고,,,,,0,0,확인불가
2022-1902,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-08-15,2022-08-16,DOA,,"냉동(구냉동창고)(성체고라니, 개선충너구리)",Female,0년0월0일,36.31.527,126.46.055,38,,,농경지,충남 홍성군 장곡면 무한로1439번길 13,농경지, - 인공구조물에 얽힘,인공구조물 얽힘/밭그물 얽힘,,,,,"16,860","16,860","가벼운 찰과상, 근육손상 추정"
2022-2032,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-09-09,2022-09-09,안락사,,"냉동(구냉동창고)(성체고라니, 개선충너구리)",Female,3년3월0일,36.36.307,126.40.346,40,,,주소지 내 도로상,충남 홍성군 홍성읍 내법리 374-4,도로변, - 차량과의 충돌,차량과의 충돌,,,,,"17,840","17,840",차량 충돌에 의한 양측 후지 개방 골절 및 우측 골반 골절
2022-2059,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-09-14,2022-09-14,DOA,,"냉동(구냉동창고)(성체고라니, 개선충너구리)",Female,0년0월0일,36.35.081,126.38.386,72,,,전원주택 주차장,충남 홍성군 홍성읍 옥암리 652,건물옆," - 개, 고양이 공격",개 공격,,,,,"7,740","7,740",다발성 견교상
2022-2156,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-10-11,2022-10-21,방생,충남 홍성군 홍성읍 월산리 625-5,,Male,0년0월0일,36.34.039,126.40.568,31,,,주소지내 1차선 도로상,충남 홍성군 홍성읍 송월리 76-3,도로변, - 차량과의 충돌,차량과의 충돌,,,,,"17,880","15,980","심한 뇌진탕, 좌안 안검 열상"
2022-2214,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-10-22,2022-10-22,방생,충남 홍성군 홍북면 내덕리 산14-3,,Unknown,1년0월0일,36.38.036,126.41.597,31,,,깨밭,충남 홍성군 홍북읍 내덕리 1-39,농경지, - 인공구조물에 얽힘,인공구조물에 얽힘/밭그물,,,,,0,0,밭그물 얽힘에 의한 탈진
2022-2267,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-11-04,2022-11-04,안락사,,"냉동(구냉동창고)(성체고라니, 개선충너구리)",Female,1년6월0일,36.36.310,126.42.087,26,,,도로변,충남 홍성군 금마면 신곡리 318-18,도로변, - 차량과의 충돌,차량과의 충돌,,,,,"14,820","14,820","차량 충돌에 의한 요추, 골반 골절, 고관절 탈구 및 앞발목관절 찰과상"
2022-2310,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-11-14,2022-11-14,안락사,,"냉동(구냉동창고)(성체고라니, 개선충너구리)",Female,1년5월0일,36.35.093,126.40.171,62,,,주소지 앞 도로,충남 홍성군 홍성읍 남장리 604,도로변, - 차량과의 충돌,차량과의 충돌,,,,,"13,580","13,580",차량 충돌에 의한 요추 골절 및 양측 완관절 노출
2022-2322,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-11-16,2022-11-16,안락사,,"냉동(구냉동창고)(성체고라니, 개선충너구리)",Female,0년0월0일,36.36.170,126.31.020,16,,,도로변,충남 홍성군 갈산면 오두리 1,도로변, - 차량과의 충돌,차량과의 충돌,,,,,"19,380","19,380","좌측 골반골절, 좌측 사타구니 열상"
2022-2328,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-11-17,2022-11-17,안락사,,"냉동(구냉동창고)(성체고라니, 개선충너구리)",Male,0년0월0일,36.34.250,126.32.138,0,,,주소지 내 밭 가장자리 가시관목 내,충남 홍성군 결성면 만해로497번길 76-23,농경지, - 차량과의 충돌,차량과의 충돌(추정),,,,,"11,920","11,920","척추 및 미추 골절에 의한 후지 불능, 둔부 양측 찰과상, 음낭 부종"
2022-2364,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-11-24,2022-11-24,안락사,,"냉동(구냉동창고)(성체고라니, 개선충너구리)",Male,0년0월0일,36.31.439,126.39.046,0,,,주소지 내 도로상,충남 홍성군 광천읍 월림리 401-3,도로변, - 차량과의 충돌,차량과의 충돌,,,,,"16,600","16,600","차량 충돌에 의한 L6 압박 골절 및 우측 경비 개방 골절, 좌측 고관절 탈구"
2022-2419,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-12-08,2022-12-08,안락사,,"냉동(구냉동창고)(성체고라니, 개선충너구리)",Male,0년0월0일,36.30.279,126.37.031,0,,,도로변,충남 홍성군 광천읍 신진리 335-2,도로변, - 차량과의 충돌,차량과의 충돌,,,,,"18,840","18,840",차량 충돌에 의한 L6 압박 골절
2022-2441,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-12-14,2022-12-14,안락사,,"냉동(구냉동창고)(성체고라니, 개선충너구리)",Female,0년0월0일,36.33.429,126.28.568,0,,,주소지 인근 도로변 녹지,충남 홍성군 서부면 어사리 357-3,도로변, - 차량과의 충돌,차량과의 충돌,,,,,"13,800","13,800",L6 골절
2022-2460,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2022-12-18,2022-12-18,안락사,,"냉동(구냉동창고)(성체고라니, 개선충너구리)",Unknown,0년0월0일,36.43.088,126.38.524,0,,,도로변,충남 홍성군 구항면 마온리 465,도로변, - 차량과의 충돌,차량과의 충돌/,,,,,"13,080","13,080",차량 충돌에 의한 요추 골절
2022-0345,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2022-03-22,2022-03-24,폐사,,기타(협조),Male,0년0월0일,36.32.338,126.39.474,61,,,가정집 마당,충남 홍성군 홍동면 충서로 726번길 312,건물옆, - 기생충 중감염,기생충 중감염,,,,,"3,880","4,000","개선충 중감염, 심한 빈혈 탈수"
2022-0441,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2022-04-14,2022-04-17,폐사,,"냉동(구냉동창고)(성체고라니, 개선충너구리)",Male,0년0월0일,36.38.599,126.41.081,29,,,홍성기상대 화단,충남 홍성군 홍북읍 홍예로 350,건물옆, - 기생충 중감염,기생충 중감염/개선충,,,,,"3,580","4,320",개선충 중감염
2022-1511,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2022-07-03,2022-10-24,방생,충남 예산군 신양면 하천리 산104-1,,Male,0년0월0일,36.36.085,126.38.312,66,,,건물옆,충남 홍성군 홍성읍 월산리 539-1,건물옆, - 어미를 잃음(미아),어미를 잃음(미아),,,,,852,"4,280","개선충, 미아"
2022-1512,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2022-07-03,2022-10-17,방생,충남 예산군 대술면 시산리 산 108,,Female,0년0월0일,36.36.085,126.38.312,66,,,건물옆,충남 홍성군 홍성읍 월산리 539-1,건물옆, - 어미를 잃음(미아),어미를 잃음(미아),,,,,684,"4,490","개선충, 좌이 소실"
2022-1653,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2022-07-17,2022-10-24,방생,충남 예산군 신양면 하천리 259,,Male,0년0월0일,36.36.100,126.38.331,61,,,가정집 뒷편,충남 홍성군 홍성읍 월계1길 91-20,건물옆, - 기생충 중감염,기생충 중감염,,,,,840,"3,940",우측 외이 소실
2022-1654,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2022-07-17,2022-07-17,안락사,,"냉동(구냉동창고)(성체고라니, 개선충너구리)",Female,0년0월0일,36.36.100,126.38.331,61,,,가정집 뒷편,충남 홍성군 홍성읍 월계1길 91-20,건물옆, - 기생충 중감염,기생충 중감염,,,,,700,700,양측 외이 소실
2022-1677,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2022-07-19,2022-11-14,방생,충남 예산군 대흥면 갈신리 산 53,,Male,0년3월0일,36.36.097,126.38.315,63,,,"주소지 부근 농경지, 주택가 경계",충남 홍성군 홍성읍 월계1길 91-20,건물옆, - 기생충 중감염,기생충 중감염/개선충 감염,,,,,"1,452","4,650",개선충 중감염
2022-2199,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2022-10-19,2022-10-19,안락사,,냉동(신냉동창고)(투입박스(일반)),Male,0년0월0일,36.38.570,126.39.587,46,,,주소지 인근 도로상,충남 홍성군 홍북읍 신경리 509-221,도로변, - 차량과의 충돌,차량과의 충돌 추정,,,,,"5,060","5,060","L7,S1골절, 우측 대퇴 골두 골절"
2022-2348,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2022-11-20,2022-11-20,DOA,,"냉동(구냉동창고)(성체고라니, 개선충너구리)",Male,0년0월0일,36.37.371,126.38.274,0,,,도로변 풀숲,충남 홍성군 홍북읍 중계리 753,도로변, - 기생충 중감염,기생충 중감염/개선충 감염,,,,,"3,400","3,400","개선충중감염, 승저증"
2022-2365,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2022-11-24,2022-11-24,폐사체,,냉동(신냉동창고)(투입박스(일반)),Male,0년0월0일,36.31.439,126.39.046,0,,,주소지 내 도로변,충남 홍성군 광천읍 월림리 401-3,도로변, - 차량과의 충돌,차량과의 충돌,,,,,"6,540","6,540",알 수 없음
